"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050807","BP","GO:0050807","regulation of synapse organization","27/269","309/28891",1.85457206978116e-18,4.42977785810585e-16,3.02588074543242e-16,"Nlgn1/Adgrb3/Ntrk2/Cdh2/Clstn2/Sparc/Mdga2/Lingo2/Lrrtm4/Negr1/Gpm6a/Nrxn1/Il1rapl2/Reln/Cdh8/Cux2/Ephb1/Drd2/Mef2c/Nrg1/Ptprd/Adgrl2/Tuba1a/Grin2b/Lrfn5/Neurod2/Cttnbp2",27
"GO:0007612","BP","GO:0007612","learning","22/269","192/28891",9.31215943735133e-18,2.07599074390019e-15,1.41806217396859e-15,"Adgrb3/Ntrk2/Cntnap2/Grm5/Clstn2/Atxn1/Nfix/Nrxn3/Dgki/Nrxn1/Reln/Meis2/Grm7/Fgf13/Neto1/Drd2/Tuba1a/Grin2b/Tafa2/Neurod2/Atp1a2/Tnr",22
"GO:0031346","BP","GO:0031346","positive regulation of cell projection organization","30/269","463/28891",8.96158485792337e-17,1.87297123530598e-14,1.2793841540588e-14,"Nlgn1/Ntrk2/Zeb2/Dcc/Epha3/Nrp1/Negr1/Gpm6a/Mdk/Tubb2b/Nrxn1/Tiam2/Itpr1/Reln/Cux2/Plxna4/Robo2/Islr2/Carmil1/Lrrc7/Ripor2/Nrg1/Ptprd/Plxna2/Ptprz1/Shtn1/Cd24a/Camk1d/Tenm1/Nin",30
"GO:0035249","BP","GO:0035249","synaptic transmission, glutamatergic","18/269","129/28891",2.73445216098807e-16,5.2201760278595e-14,3.56578380145276e-14,"Nlgn1/Ntrk2/Cdh2/Grm5/Dgki/Gria1/Nrxn1/Grik2/Reln/Cdh8/Grm7/Drd2/Mef2c/Gria2/Grin2b/Cacnb4/Tnr/Gria3",18
"GO:0061351","BP","GO:0061351","neural precursor cell proliferation","22/269","225/28891",2.80990336427844e-16,5.2201760278595e-14,3.56578380145276e-14,"Sox5/Zeb2/Cntnap2/Cdh2/Bcl11b/Nfia/Nfix/Hmga2/Tafa1/Mdk/Rarb/Id4/Ephb1/Fgf13/Drd2/Nfib/Cdon/Ptprz1/Cd24a/Pou3f3/Rora/Igf2bp1",22
"GO:0007626","BP","GO:0007626","locomotory behavior","23/269","273/28891",1.52449885280416e-15,2.68311798093533e-13,1.83277701417454e-13,"Cntnap2/Kcnd2/Grm5/Atxn1/Kcnma1/Negr1/Fign/Zfhx3/Lsamp/Reln/Rcan2/Gng7/Drd2/Nrg1/Tuba1a/Fgf14/Dab1/Psap/Atp1a2/Bc1/Ccnd2/Cacnb4/Tnr",23
"GO:0050767","BP","GO:0050767","regulation of neurogenesis","29/269","494/28891",3.94016721599758e-15,6.58795958514796e-13,4.50008571511303e-13,"Ntrk2/Zeb2/Grm5/Sox11/Atxn1/Nrp1/Hmga2/Mdk/Mt3/Tiam2/Reln/Cux2/Id4/Plxna4/Robo2/Islr2/Fgf13/Drd2/Nrg1/Ptprd/Plxna2/Sema3c/Cdon/Ptprz1/Dab1/Shtn1/Cd24a/Nin/Tnr",29
"GO:0021953","BP","GO:0021953","central nervous system neuron differentiation","20/269","212/28891",1.31354553991917e-14,2.09166489785224e-12,1.42876883289454e-12,"Sox5/Ntrk2/Zeb2/Bcl11b/Lmo4/Nfix/Dcc/Nrp1/Nrxn1/Spock1/Id4/Rac3/Plxna4/Brinp3/Ephb1/Drd2/Nfib/Rora/Psap/Nin",20
"GO:0099560","BP","GO:0099560","synaptic membrane adhesion","11/269","36/28891",1.81645002348353e-14,2.76100403569496e-12,1.88597921098529e-12,"Nlgn1/Epha3/Mdga2/Pcdh17/Nrxn1/Lrrc4c/Nrg1/Ptprd/Lrfn5/Ntng1/Cdh10",11
"GO:0007613","BP","GO:0007613","memory","18/269","164/28891",2.02913895065357e-14,2.89661588864508e-12,1.97861259077053e-12,"Ntrk2/Atxn1/Nfix/Gria1/Mdk/Reln/Cux2/Grm7/Rcan2/Plcb1/Fgf13/Neto1/Drd2/Nrg1/Tuba1a/Grin2b/Tafa2/Ccnd2",18
"GO:1901888","BP","GO:1901888","regulation of cell junction assembly","21/269","246/28891",2.07891092486489e-14,2.89661588864508e-12,1.97861259077053e-12,"Nlgn1/Adgrb3/Ntrk2/Cntnap2/Clstn2/Epha3/Mdga2/Nrp1/Lingo2/Lrrtm4/Negr1/Nrxn1/Il1rapl2/Cux2/Ephb1/Mef2c/Nrg1/Ptprd/Adgrl2/Gpm6b/Lrfn5",21
"GO:0021761","BP","GO:0021761","limbic system development","16/269","120/28891",2.6667495583538e-14,3.42985020120581e-12,2.34285285086144e-12,"Zeb2/Cntnap2/Nfix/Tmem108/Nrp1/Mdk/Kirrel3/Reln/Id4/Epha5/Fgf13/Tuba1a/Dab1/Zbtb18/Atp1a2/Neurod6",16
"GO:0021987","BP","GO:0021987","cerebral cortex development","16/269","120/28891",2.6667495583538e-14,3.42985020120581e-12,2.34285285086144e-12,"Ntrk2/Cdh2/Nfix/Nr2f1/Mdk/Tubb2b/Reln/Phactr1/Plcb1/Fgf13/Cdon/Tuba1a/Dab1/Pou3f3/Zbtb18/Col3a1",16
"GO:0051963","BP","GO:0051963","regulation of synapse assembly","17/269","144/28891",3.22312032537747e-14,3.99189421039343e-12,2.72677236104059e-12,"Nlgn1/Adgrb3/Ntrk2/Clstn2/Mdga2/Lingo2/Lrrtm4/Negr1/Nrxn1/Il1rapl2/Cux2/Ephb1/Mef2c/Nrg1/Ptprd/Adgrl2/Lrfn5",17
"GO:0051966","BP","GO:0051966","regulation of synaptic transmission, glutamatergic","14/269","88/28891",9.12455751349264e-14,1.08973286875426e-11,7.44371797153347e-12,"Nlgn1/Ntrk2/Cdh2/Grm5/Dgki/Nrxn1/Grik2/Reln/Grm7/Drd2/Mef2c/Gria2/Grin2b/Tnr",14
"GO:0060078","BP","GO:0060078","regulation of postsynaptic membrane potential","16/269","130/28891",9.60868077443108e-14,1.10798029343785e-11,7.5683619892978e-12,"Nlgn1/Cntnap2/Atxn1/Tmem108/Dgki/Gria1/Nrxn1/Grik2/Gabrg3/Reln/Cux2/Celf4/Neto1/Mef2c/Grin2b/Fgf14",16
"GO:0042391","BP","GO:0042391","regulation of membrane potential","27/269","491/28891",1.75206806525992e-13,1.95297187007639e-11,1.33403077249615e-11,"Nlgn1/Ntrk2/Cntnap2/Kcnd2/Atxn1/Tmem108/Kcnma1/Kcnk10/Dgki/Gria1/Nrxn1/Foxp1/Grik2/Gabrg3/Reln/Cux2/Fgf13/Celf4/Neto1/Kcnq3/Mef2c/Kcnh7/Slc8a1/Grin2b/Fgf14/Shtn1/Cacnb4",27
"GO:0050770","BP","GO:0050770","regulation of axonogenesis","18/269","186/28891",1.83498724929069e-13,1.97941850375099e-11,1.3520958678984e-11,"Ntrk2/Zeb2/Cdh2/Nrp1/Mt3/Tiam2/Lrrc4c/Plxna4/Robo2/Islr2/Fgf13/Plxna2/Sema3c/Dab1/Shtn1/Nefm/Nin/Tnr",18
"GO:2001222","BP","GO:2001222","regulation of neuron migration","12/269","58/28891",2.02445096621946e-13,2.11555125969934e-11,1.44508506470271e-11,"Nrg3/Mdk/Unc5c/Reln/Phactr1/Drd2/Nrg1/Unc5d/Ptprz1/Shtn1/Ntng1/Col3a1",12
"GO:0042063","BP","GO:0042063","gliogenesis","24/269","397/28891",5.50747732953885e-13,5.58091036059936e-11,3.81219323926612e-11,"Sox5/Tcf7l2/Ntrk2/Zeb2/Cntnap2/Cdh2/Nfia/Sox11/Atxn1/Nfix/Hmga2/Mdk/Dbi/Reln/Id4/Sox4/Nfib/Nrg1/Gpm6b/Tuba1a/Ptprz1/Dab1/Col3a1/Vtn",24
"GO:0010001","BP","GO:0010001","glial cell differentiation","21/269","292/28891",5.99436986054733e-13,5.89563906284419e-11,4.02717727473303e-11,"Sox5/Tcf7l2/Ntrk2/Zeb2/Cntnap2/Cdh2/Nfia/Sox11/Nfix/Hmga2/Mdk/Reln/Id4/Sox4/Nfib/Nrg1/Gpm6b/Tuba1a/Ptprz1/Dab1/Vtn",21
"GO:0050769","BP","GO:0050769","positive regulation of neurogenesis","22/269","329/28891",7.16644278628437e-13,6.84702419352427e-11,4.67704687104875e-11,"Ntrk2/Zeb2/Grm5/Sox11/Atxn1/Nrp1/Mdk/Tiam2/Reln/Cux2/Id4/Plxna4/Robo2/Islr2/Drd2/Nrg1/Ptprd/Plxna2/Cdon/Ptprz1/Shtn1/Nin",22
"GO:0021766","BP","GO:0021766","hippocampus development","13/269","89/28891",2.21511064411827e-12,2.05759166498097e-10,1.40549418062475e-10,"Zeb2/Nfix/Tmem108/Mdk/Kirrel3/Reln/Id4/Epha5/Fgf13/Tuba1a/Dab1/Zbtb18/Neurod6",13
"GO:0099565","BP","GO:0099565","chemical synaptic transmission, postsynaptic","14/269","117/28891",5.13223738692216e-12,4.60431420345056e-10,3.14510256279518e-10,"Nlgn1/Cntnap2/Atxn1/Tmem108/Dgki/Gria1/Nrxn1/Grik2/Reln/Cux2/Celf4/Neto1/Mef2c/Grin2b",14
"GO:0060079","BP","GO:0060079","excitatory postsynaptic potential","13/269","95/28891",5.23217523119382e-12,4.60431420345056e-10,3.14510256279518e-10,"Nlgn1/Cntnap2/Atxn1/Tmem108/Dgki/Nrxn1/Grik2/Reln/Cux2/Celf4/Neto1/Mef2c/Grin2b",13
"GO:0008306","BP","GO:0008306","associative learning","14/269","123/28891",1.02483706364933e-11,8.78732087395732e-10,6.00241950909323e-10,"Cntnap2/Clstn2/Atxn1/Reln/Meis2/Grm7/Neto1/Drd2/Tuba1a/Grin2b/Tafa2/Neurod2/Atp1a2/Tnr",14
"GO:0045664","BP","GO:0045664","regulation of neuron differentiation","18/269","245/28891",1.97814723174865e-11,1.65373108574187e-09,1.12962618234068e-09,"Nlgn1/Sox5/Bcl11b/Ncoa1/Sox11/Tcf4/Zfhx3/Reln/Id4/Rac3/Brinp3/Rgs6/Mef2c/Cdon/Dab1/Cd24a/Neurod2/Cntn4",18
"GO:0010976","BP","GO:0010976","positive regulation of neuron projection development","17/269","239/28891",1.2046901623655e-10,9.82557049500056e-09,6.71162426786427e-09,"Nlgn1/Ntrk2/Dcc/Epha3/Nrp1/Negr1/Mdk/Tubb2b/Nrxn1/Itpr1/Reln/Cux2/Lrrc7/Nrg1/Ptprz1/Cd24a/Camk1d",17
"GO:1901890","BP","GO:1901890","positive regulation of cell junction assembly","13/269","129/28891",2.66601295176968e-10,2.12265412159948e-08,1.44993686850632e-08,"Nlgn1/Adgrb3/Ntrk2/Cntnap2/Clstn2/Nrp1/Lingo2/Lrrtm4/Nrxn1/Cux2/Ephb1/Ptprd/Adgrl2",13
"GO:0051965","BP","GO:0051965","positive regulation of synapse assembly","11/269","82/28891",2.90163426101891e-10,2.25652673694122e-08,1.54138221454371e-08,"Nlgn1/Adgrb3/Ntrk2/Clstn2/Lingo2/Lrrtm4/Nrxn1/Cux2/Ephb1/Ptprd/Adgrl2",11
"GO:0097106","BP","GO:0097106","postsynaptic density organization","9/269","45/28891",3.04193282653088e-10,2.31186894816347e-08,1.57918522334259e-08,"Nlgn1/Cntnap2/Cdh2/Tmem108/Nrxn3/Nrxn1/Reln/Dlg2/Ptprd",9
"GO:0009612","BP","GO:0009612","response to mechanical stimulus","15/269","189/28891",3.31794449597131e-10,2.46560142100623e-08,1.68419638742871e-08,"Col1a1/Cntnap2/Adgrv1/Mdk/Nrxn1/Ripor2/Kcnq3/Drd2/Ttn/Slc8a1/Tuba1a/Grin2b/Col11a1/Atp1a2/Slc1a3",15
"GO:0030534","BP","GO:0030534","adult behavior","15/269","191/28891",3.84518026350637e-10,2.79527886981855e-08,1.9093915724963e-08,"Cntnap2/Atxn1/Kcnma1/Nrxn3/Pcdh17/Nrxn1/Grm7/Drd2/Tuba1a/Fgf14/Dab1/Atp1a2/Bc1/Ccnd2/Cacnb4",15
"GO:0007517","BP","GO:0007517","muscle organ development","20/269","382/28891",6.36794553480816e-10,4.53072550391457e-08,3.09483579183286e-08,"Tcf7l2/Cntnap2/Rbfox1/Sox11/Nfix/Zfhx3/Zfpm2/Meg3/Rbpj/Foxp1/Ephb1/Ripor2/Mef2c/Ttn/Nrg1/Cdon/Col11a1/Zbtb18/Lmna/Col3a1",20
"GO:0099054","BP","GO:0099054","presynapse assembly","9/269","55/28891",2.0124772742771e-09,1.40202583441305e-07,9.57692036223971e-08,"Nlgn1/Mdga2/Pcdh17/Nrxn1/Il1rapl2/Cntn5/Nrg1/Ptprd/Lrfn5",9
"GO:0099173","BP","GO:0099173","postsynapse organization","16/269","252/28891",2.23771518084714e-09,1.52712644178629e-07,1.04314542265055e-07,"Nlgn1/Cntnap2/Cdh2/Tmem108/Nrp1/Nrxn3/Lrrtm4/Nrxn1/Reln/Cux2/Rac3/Epha5/Dlg2/Ephb1/Ptprd/Grin2b",16
"GO:0099084","BP","GO:0099084","postsynaptic specialization organization","9/269","56/28891",2.37846601759011e-09,1.59071807256426e-07,1.08658342277274e-07,"Nlgn1/Cntnap2/Cdh2/Tmem108/Nrxn3/Nrxn1/Reln/Dlg2/Ptprd",9
"GO:0001662","BP","GO:0001662","behavioral fear response","9/269","57/28891",2.8016028211343e-09,1.83697251644571e-07,1.25479424599823e-07,"Mdk/Dbi/Grik2/Grm7/Gng7/Mef2c/Grin2b/Neurod2/Atp1a2",9
"GO:0002209","BP","GO:0002209","behavioral defense response","9/269","58/28891",3.2893847681802e-09,2.11532743553742e-07,1.44493217549616e-07,"Mdk/Dbi/Grik2/Grm7/Gng7/Mef2c/Grin2b/Neurod2/Atp1a2",9
"GO:0042596","BP","GO:0042596","fear response","9/269","63/28891",7.0202223738606e-09,4.26829520330724e-07,2.9155756079e-07,"Mdk/Dbi/Grik2/Grm7/Gng7/Mef2c/Grin2b/Neurod2/Atp1a2",9
"GO:0098815","BP","GO:0098815","modulation of excitatory postsynaptic potential","9/269","63/28891",7.0202223738606e-09,4.26829520330724e-07,2.9155756079e-07,"Nlgn1/Tmem108/Nrxn1/Grik2/Reln/Cux2/Celf4/Neto1/Grin2b",9
"GO:0099172","BP","GO:0099172","presynapse organization","9/269","63/28891",7.0202223738606e-09,4.26829520330724e-07,2.9155756079e-07,"Nlgn1/Mdga2/Pcdh17/Nrxn1/Il1rapl2/Cntn5/Nrg1/Ptprd/Lrfn5",9
"GO:0010996","BP","GO:0010996","response to auditory stimulus","7/269","29/28891",7.35101839866377e-09,4.3896081294878e-07,2.99844171524443e-07,"Cntnap2/Mdk/Nrxn1/Kcnq3/Drd2/Atp1a2/Slc1a3",7
"GO:0034765","BP","GO:0034765","regulation of monoatomic ion transmembrane transport","21/269","490/28891",8.28818955051446e-09,4.86240453630182e-07,3.32139821322555e-07,"Kcnd2/Grm5/Kcnip4/Dpp10/Kcnma1/Kcnq5/Dbi/Reln/Plcb1/Fgf13/Neto1/Kcnq3/Drd2/Kcnh7/Slc8a1/Fgf14/Hecw1/Gnb2/Ahnak/Atp1a2/Cacnb4",21
"GO:0048638","BP","GO:0048638","regulation of developmental growth","19/269","405/28891",1.03220305591253e-08,5.95118451546809e-07,4.06511911312194e-07,"Tcf7l2/Nrp1/H19/Hmga2/Zfpm2/Mt3/Rbpj/Foxp1/Plxna4/Plcb1/Islr2/Fgf13/Drd2/Mef2c/Nrg1/Sema3c/Shtn1/Ccnd2/Tnr",19
"GO:0022029","BP","GO:0022029","telencephalon cell migration","9/269","68/28891",1.40363878367744e-08,7.83766210500145e-07,5.35372915130104e-07,"Nrg3/Reln/Fgf13/Drd2/Nrg1/Dab1/Pou3f3/Tnr/Col3a1",9
"GO:0016358","BP","GO:0016358","dendrite development","17/269","327/28891",1.40627908582562e-08,7.83766210500145e-07,5.35372915130104e-07,"Nlgn1/Adgrb3/Ntrk2/Cntnap2/Nrp1/Reln/Cux2/Epha5/Phactr1/Ephb1/Mef2c/Ptprd/Ptprz1/Hecw1/Dab1/Camk1d/Igf2bp1",17
"GO:0030902","BP","GO:0030902","hindbrain development","13/269","179/28891",1.4922745839123e-08,8.18060034197168e-07,5.58798247987867e-07,"Cntnap2/Nfix/Mdk/Nrxn1/Ephb1/Nfib/Plxna2/Tuba1a/Dab1/Rora/Neurod2/Zbtb18/Psap",13
"GO:0033555","BP","GO:0033555","multicellular organismal response to stress","11/269","120/28891",1.76116964488069e-08,9.49895369755003e-07,6.48851974429727e-07,"Cntnap2/Mdk/Dbi/Grik2/Reln/Grm7/Gng7/Mef2c/Grin2b/Neurod2/Atp1a2",11
"GO:0140058","BP","GO:0140058","neuron projection arborization","7/269","33/28891",1.94908710167778e-08,1.03456305841436e-06,7.06686551485509e-07,"Nlgn1/Cntnap2/Nrp1/Phactr1/Tuba1a/Ntng1/Igf2bp1",7
"GO:0021885","BP","GO:0021885","forebrain cell migration","9/269","71/28891",2.07025563430688e-08,1.08170856892535e-06,7.38890580007555e-07,"Nrg3/Reln/Fgf13/Drd2/Nrg1/Dab1/Pou3f3/Tnr/Col3a1",9
"GO:0048709","BP","GO:0048709","oligodendrocyte differentiation","11/269","123/28891",2.28160156579202e-08,1.17379625169362e-06,8.01793586683188e-07,"Sox5/Tcf7l2/Ntrk2/Cntnap2/Nfix/Mdk/Id4/Nrg1/Gpm6b/Ptprz1/Vtn",11
"GO:0031345","BP","GO:0031345","negative regulation of cell projection organization","14/269","221/28891",2.35969319986516e-08,1.19557788793168e-06,8.16672128182999e-07,"Nlgn1/Epha3/Nrp1/Nr2f1/Mt3/Nrxn1/Spock1/Fgf13/Ntm/Sema3c/Grin2b/Ptprz1/Dab1/Tnr",14
"GO:0007264","BP","GO:0007264","small GTPase mediated signal transduction","19/269","428/28891",2.49417801769966e-08,1.24485541659517e-06,8.50332489930597e-07,"Cdh2/Nfix/Nrp1/Dgki/Dok6/Tiam2/Reln/Rasgef1b/Rac3/Ripor2/Cadm4/Nrg1/Sipa1l2/Cdon/Stmn1/Dab1/Shtn1/Col1a2/Col3a1",19
"GO:0021954","BP","GO:0021954","central nervous system neuron development","10/269","98/28891",2.82514248015097e-08,1.38930536082718e-06,9.4900296933864e-07,"Ntrk2/Zeb2/Dcc/Nrp1/Rac3/Plxna4/Ephb1/Drd2/Nfib/Nin",10
"GO:0001508","BP","GO:0001508","action potential","12/269","158/28891",3.28150135663161e-08,1.59033920819943e-06,1.08632462912137e-06,"Ntrk2/Cntnap2/Kcnd2/Kcnma1/Gria1/Foxp1/Grik2/Fgf13/Kcnq3/Kcnh7/Grin2b/Cacnb4",12
"GO:0043113","BP","GO:0043113","receptor clustering","9/269","75/28891",3.37996296001581e-08,1.6146565911847e-06,1.10293528168937e-06,"Nlgn1/Cdh2/Lrrtm4/Nrxn1/Grik2/Reln/Dlg2/Lrrc7/Grin2b",9
"GO:0048813","BP","GO:0048813","dendrite morphogenesis","13/269","192/28891",3.43990477570542e-08,1.62014669999421e-06,1.10668545044933e-06,"Nlgn1/Adgrb3/Cntnap2/Nrp1/Reln/Cux2/Epha5/Phactr1/Ephb1/Ptprd/Ptprz1/Hecw1/Igf2bp1",13
"GO:0050772","BP","GO:0050772","positive regulation of axonogenesis","10/269","101/28891",3.78178242208519e-08,1.75642783603512e-06,1.1997760023282e-06,"Ntrk2/Zeb2/Nrp1/Tiam2/Plxna4/Robo2/Islr2/Plxna2/Shtn1/Nin",10
"GO:0019226","BP","GO:0019226","transmission of nerve impulse","10/269","103/28891",4.56856332388932e-08,2.0927775006967e-06,1.42952882665318e-06,"Ntrk2/Cntnap2/Kcnd2/Kcnma1/Gria1/Grik2/Grm7/Kcnq3/Cacnb4/Tnr",10
"GO:0097090","BP","GO:0097090","presynaptic membrane organization","5/269","12/28891",5.062436981411e-08,2.2876742251133e-06,1.56265835699316e-06,"Nlgn1/Lrrtm4/Nrxn1/Ptprd/Cntn2",5
"GO:0010977","BP","GO:0010977","negative regulation of neuron projection development","12/269","165/28891",5.30985435055891e-08,2.35928581798638e-06,1.6115746112536e-06,"Nlgn1/Epha3/Nrp1/Nr2f1/Mt3/Spock1/Fgf13/Ntm/Sema3c/Ptprz1/Dab1/Tnr",12
"GO:0014009","BP","GO:0014009","glial cell proliferation","9/269","79/28891",5.36201322269631e-08,2.35928581798638e-06,1.6115746112536e-06,"Cntnap2/Nfia/Sox11/Atxn1/Nfix/Dbi/Sox4/Nfib/Nrg1",9
"GO:0021846","BP","GO:0021846","cell proliferation in forebrain","7/269","38/28891",5.53360091803175e-08,2.4031638272595e-06,1.64154668381803e-06,"Zeb2/Bcl11b/Nfix/Hmga2/Nfib/Pou3f3/Igf2bp1",7
"GO:0031644","BP","GO:0031644","regulation of nervous system process","12/269","167/28891",6.06616518845368e-08,2.60067389617809e-06,1.77646133049183e-06,"Nlgn1/Cntnap2/Tmem108/Nrxn1/Grik2/Reln/Cux2/Dlgap1/Celf4/Neto1/Grin2b/Tnr",12
"GO:0060074","BP","GO:0060074","synapse maturation","7/269","39/28891",6.69071352186189e-08,2.83211974900078e-06,1.9345567411646e-06,"Nlgn1/Adgrb3/Nfia/Nrxn1/Reln/Neurod2/Sybu",7
"GO:0050905","BP","GO:0050905","neuromuscular process","13/269","204/28891",7.02589727353229e-08,2.9368250603365e-06,2.00607856362698e-06,"Cntnap2/Rbfox1/Kcnma1/Nrxn1/Itpr1/Rac3/Drd2/Tuba1a/Grin2b/Fgf14/Psap/Tnr/Slc1a3",13
"GO:0007156","BP","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","10/269","109/28891",7.86212350625975e-08,3.24579518579415e-06,2.21712904594979e-06,"Dscaml1/Cdh2/Clstn2/Kirrel3/Cdh8/Cntn5/Robo2/Cadm2/Cadm4/Cdh10",10
"GO:0021782","BP","GO:0021782","glial cell development","11/269","139/28891",8.1123303231338e-08,3.30824787811701e-06,2.25978906305524e-06,"Tcf7l2/Ntrk2/Zeb2/Cntnap2/Sox11/Nfix/Mdk/Id4/Sox4/Nrg1/Gpm6b",11
"GO:0008344","BP","GO:0008344","adult locomotory behavior","10/269","112/28891",1.01842934704181e-07,4.10316594759976e-06,2.80277956002628e-06,"Atxn1/Kcnma1/Drd2/Tuba1a/Fgf14/Dab1/Atp1a2/Bc1/Ccnd2/Cacnb4",10
"GO:0021549","BP","GO:0021549","cerebellum development","10/269","113/28891",1.10823557970054e-07,4.41183306966499e-06,3.01362306760672e-06,"Cntnap2/Nfix/Mdk/Nrxn1/Tuba1a/Dab1/Rora/Neurod2/Zbtb18/Psap",10
"GO:0050919","BP","GO:0050919","negative chemotaxis","7/269","43/28891",1.35791966439161e-07,5.34221571497125e-06,3.64914634269945e-06,"Nrg3/Slit3/Unc5c/Plxna4/Robo2/Nrg1/Sema3c",7
"GO:1902074","BP","GO:1902074","response to salt","16/269","343/28891",1.66643839770717e-07,6.47973256038694e-06,4.42615829011573e-06,"Nlgn1/Adgrv1/Kcnma1/Ly6h/Nrxn1/Itpr1/Dlg2/Plcb1/Kcnq3/Drd2/Mef2c/Ttn/Slc8a1/Tuba1a/Neurod2/Slc1a3",16
"GO:0021700","BP","GO:0021700","developmental maturation","17/269","389/28891",1.72407013686969e-07,6.62677073297961e-06,4.52659672959134e-06,"Nlgn1/Adgrb3/Cntnap2/Nfia/Nfix/Kcnma1/Nrxn1/Rbpj/Reln/Rac3/Dlg2/Plcb1/Kcnq3/Neurod2/Cntn2/Pou2f2/Sybu",17
"GO:0042551","BP","GO:0042551","neuron maturation","8/269","66/28891",1.83301871449082e-07,6.9654711150651e-06,4.757955275652e-06,"Adgrb3/Cntnap2/Kcnma1/Nrxn1/Rac3/Dlg2/Kcnq3/Cntn2",8
"GO:0099558","BP","GO:0099558","maintenance of synapse structure","6/269","28/28891",1.95465189220392e-07,7.34422014329203e-06,5.01667014320817e-06,"Nlgn1/Adgrb3/Cntnap2/Nrxn1/Plxna4/Dlg2",6
"GO:0048167","BP","GO:0048167","regulation of synaptic plasticity","17/269","393/28891",1.99198403274973e-07,7.40132733946122e-06,5.05567877317768e-06,"Nlgn1/Ntrk2/Grm5/Dgki/Gria1/Dbi/Grik2/Reln/Neto1/Gnal/Kcnq3/Drd2/Mef2c/Grin2b/Fgf14/Neurod2/Tnr",17
"GO:0003206","BP","GO:0003206","cardiac chamber morphogenesis","11/269","152/28891",2.02058237451844e-07,7.42508512130733e-06,5.07190717490459e-06,"Sox11/Slit3/Nrp1/Zfpm2/Rbpj/Robo2/Sox4/Mef2c/Nrg1/Sema3c/Col11a1",11
"GO:0003231","BP","GO:0003231","cardiac ventricle development","11/269","153/28891",2.15935599994e-07,7.84878963456453e-06,5.36133011426751e-06,"Sox11/Lmo4/Slit3/Zfpm2/Rbpj/Robo2/Sox4/Mef2c/Nrg1/Sema3c/Col11a1",11
"GO:0008038","BP","GO:0008038","neuron recognition","7/269","47/28891",2.56740407283279e-07,9.23161206403532e-06,6.30590474029106e-06,"Dscaml1/Cntnap2/Epha3/Nrp1/Cntn5/Robo2/Ptprz1",7
"GO:0051932","BP","GO:0051932","synaptic transmission, GABAergic","8/269","69/28891",2.60498601480742e-07,9.26709918459148e-06,6.330145187158e-06,"Nlgn1/Cntnap2/Nrxn1/Dbi/Gabrg3/Rac3/Drd2/Plcl2",8
"GO:0021695","BP","GO:0021695","cerebellar cortex development","8/269","71/28891",3.26179600803524e-07,1.13794466596411e-05,7.77304181925874e-06,"Cntnap2/Nfix/Mdk/Nrxn1/Tuba1a/Rora/Neurod2/Psap",8
"GO:0061448","BP","GO:0061448","connective tissue development","15/269","316/28891",3.26682679224146e-07,1.13794466596411e-05,7.77304181925874e-06,"Col1a1/Sox5/Nfia/Ncoa1/Hmga2/Mdk/Satb2/Rarb/Id4/Mef2c/Nfib/Col11a1/Creb5/Lmna/Col3a1",15
"GO:0022037","BP","GO:0022037","metencephalon development","10/269","127/28891",3.3302820017411e-07,1.14808897049714e-05,7.84233526183199e-06,"Cntnap2/Nfix/Mdk/Nrxn1/Tuba1a/Dab1/Rora/Neurod2/Zbtb18/Psap",10
"GO:0007157","BP","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","7/269","50/28891",3.98162750362931e-07,1.35862881348331e-05,9.28048515883523e-06,"Nlgn1/Cdh2/Nrxn1/Ptprd/Tenm2/Cd24a/Tenm1",7
"GO:0003205","BP","GO:0003205","cardiac chamber development","12/269","200/28891",4.31010782118678e-07,1.45585864182309e-05,9.94464005526349e-06,"Sox11/Lmo4/Slit3/Nrp1/Zfpm2/Rbpj/Robo2/Sox4/Mef2c/Nrg1/Sema3c/Col11a1",12
"GO:0021952","BP","GO:0021952","central nervous system projection neuron axonogenesis","6/269","32/28891",4.5570213335351e-07,1.52386793393414e-05,1.04091960987065e-05,"Zeb2/Dcc/Plxna4/Ephb1/Nfib/Nin",6
"GO:1902075","BP","GO:1902075","cellular response to salt","12/269","202/28891",4.79387518353739e-07,1.58719986274743e-05,1.08418021347328e-05,"Nlgn1/Adgrv1/Ly6h/Nrxn1/Itpr1/Dlg2/Plcb1/Kcnq3/Mef2c/Tuba1a/Neurod2/Slc1a3",12
"GO:0032412","BP","GO:0032412","regulation of monoatomic ion transmembrane transporter activity","14/269","283/28891",4.95119015861826e-07,1.62321371474701e-05,1.10878045863794e-05,"Nlgn1/Grm5/Nrxn1/Reln/Plcb1/Fgf13/Neto1/Drd2/Mef2c/Fgf14/Hecw1/Ahnak/Atp1a2/Cacnb4",14
"GO:0050805","BP","GO:0050805","negative regulation of synaptic transmission","8/269","75/28891",5.00899884622432e-07,1.62622253803632e-05,1.11083571755818e-05,"Cntnap2/Pcdh17/Dgki/Gria1/Grik2/Gnal/Drd2/Tnr",8
